Page Visits	Submissions	Comments Received	Comments Given	Journals	Favs
841	19	188	283	29	28
2206	45	1646	2172	37	233
896	85	245	306	19	245
162	4	27	40	2	30
7	0	0	0	0	0
15535	234	2796	2425	16	4590
856	0	83	156	0	0
6225	0	264	0	0	1
4725	1	237	2	1	8
1380	39	144	95	0	171
207	28	55	77	5	23
42	1	6	0	0	0
6166	47	719	812	20	927
465	0	13	6	1	6
24	0	5	0	0	0
822	1	228	299	18	19
24996	73	9139	11772	98	2707
24152	244	7532	9979	17	10108
1746	29	291	175	2	39
125705	521	5688	3438	68	39292
841	147	91	60	0	1037
4038	100	1554	2843	84	430
1247	0	11	0	2	0
1326	91	161	132	27	223
2415	5	169	205	0	131
4235	0	27	3	0	0
1659	28	96	80	2	287
1278	0	5	4	0	0
4802	115	929	1539	2	994
1618	74	101	98	2	896
39739	82	1881	669	54	6808
918	1	11	5	0	35
53	4	6	7	0	13
21634	48	455	311	2	3615
182	0	54	62	0	0
2055	75	639	887	5	216
1076	0	82	5	0	0
1264	16	362	519	12	86
12511	21	4250	5253	215	254
3659	13	938	1610	21	150
25652	6	6783	9112	5	7449
4320	25	193	78	1	380
1606	5	122	192	0	66
4045	76	958	1245	58	596
9	0	0	0	0	0
41486	161	2082	874	9	17478
4704	36	253	134	1	1028
2569	23	318	446	0	576
40184	416	14747	14374	713	6903
3233	59	829	1050	77	192
8	0	0	0	0	0
15278	49	2137	2326	0	4234
335	2	10	18	0	31
806	23	122	114	0	42
3730	25	278	216	1	99
6279	17	1296	1881	33	162
5682	143	1042	609	36	2527
51	0	6	0	0	0
8726	32	941	1616	0	843
9905	182	828	1017	47	3718
14369	74	443	882	32	1070
118713	1740	16216	5983	164	84732		
2464	12	534	2269	13	40
1690	3	315	134	4	12
5422	5	308	320	2	143
2406	12	265	153	0	167
2721	1	355	149	1	4
112272	178	4638	1805	109	31183
88825	191	1866	1658	167	11500
789	7	67	78	1	106
254	0	32	18	0	0
3686	5	329	474	5	21
2353	78	696	496	20	390
2919	25	370	856	13	110
9677	34	539	427	4	2041
54004	635	10575	7328	226	17806
1910	8	250	366	0	176
8714	103	2841	7006	183	450
2522	42	594	446	53	62
81	6	15	9	1	4
259	0	71	46	1	30
10321	32	4943	8694	84	440
652	13	99	121	5	14
10283	91	5002	7398	91	1974
3734	73	1031	1021	24	1197
8022	80	842	484	13	2087
1977	56	645	566	26	121
1699	10	139	107	3	46
8488	275	1457	1298	52	1663
3350	138	2058	3379	62	190
185	2	6	10	0	34
40314	1	16750	5956	368	2312
21821	54	1813	3783	129	1624
228	3	24	7	0	12
622	12	168	293	4	25
1472	9	178	392	2	23
1021	0	160	29	0	0
86	1	3	4	0	0
129	16	28	33	1	30
16785	693	7703	6509	357	4682
11404	19	3956	3862	180	761
2107	1	2226	5458	2	3
517	20	121	79	9	34
87	0	20	8	0	0
17506	58	3099	4159	72	1372
614	5	114	42	0	295
22909	98	1478	1326	0	4795
14393	60	2252	5743	29	4100
841	3	139	72	0	40
136	13	6	5	0	14
573	0	42	75	0	0
4678	48	1062	1344	133	87
22107	501	2138	3104	96	3083
106	11	10	10	3	15
757	41	269	92	15	111
23978	310	6652	6579	6	4925
171	0	11	0	0	0
898	0	46	45	1	133
5931	6	447	829	35	193
127	3	9	2	0	1
1376	38	350	373	0	438
147	0	23	10	0	0
208	28	260	302	1	45	
339	0	17	18	0	0
241	9	80	83	2	69
9962	18	3173	6846	17	761
42	0	11	14	0	0
4441	18	992	1679	29	56
10993	557	4202	4055	8	3759
33987	1230	6068	6095	192	10714
5232	132	840	836	34	1326
30332	466	9560	10136	360	2914
2717	53	613	1232	24	293
2956	68	826	1072	0	289
785	2	19	53	2	26
1699	0	93	15	0	595
2110	41	320	275	11	300
21	0	3	0	0	0
3080	125	799	1647	45	270
110	3	8	0	1	31
5899	325	1409	934	30	1432
399	14	53	46	3	71
4574	2	181	90	0	90
13	0	0	0	0	0
15498	75	580	841	41	1763
667	77	43	6	2	389
804	26	129	163	5	102
1486	24	140	33	0	155
34414	105	2099	1416	34	7471
719	27	19	1	1	111
45369	222	5917	7255	30	6510
4203	50	207	157	3	644
1750	19	671	507	8	215
38520	85	10484	4469	50	1594	
488	12	112	104	7	7
261	4	16	37	0	0
617	24	18	2	3	372
45	0	6	7	0	0
7437	122	1313	1508	9	2362
3510	14	136	53	1	263
3647	50	50	6	4	165
393	0	2	1	0	0
14135	36	2247	3262	7	1699
1276	4	58	12	0	154
107572	89	17288	15746	1	36022
184553	1566	11917	4240	334	64864
308	2	72	74	0	1
9673	60	1415	2063	63	1513
92	1	19	0	0	1
2199	14	188	63	5	455
10301	61	2309	1009	0	1330
3386	31	1717	2852	77	130
28599	453	5405	6478	258	10644
909	15	48	50	1	21
257	0	47	2	0	0
3536	40	552	813	2	782
3111	66	1795	2319	39	135
30034	236	4852	5857	108	10978
2553	9	556	723	6	98
279	38	51	15	2	23
8000	72	3391	6843	30	274
721	0	174	209	0	0
8114	586	1319	1390	18	3665
439	0	4	0	0	0
1244	198	126	188	17	7
6470	147	819	640	3	2314
3152	18	264	438	0	336
1222	5	76	104	4	44
420	1	76	75	4	0
90	2	6	3	7	0
173	0	39	7	0	0
6278	27	663	519	28	182
2119	19	508	421	5	72
50	0	2	1	0	0
7139	99	668	502	0	1540	
379	0	62	0	0	0
2452	12	230	404	40	24
20710	156	1530	1739	0	14198
1437	47	63	29	1	391
2281	6	164	198	1	139
7198	467	967	381	167	2340
3436	39	105	0	1	1689
11128	128	601	1544	47	5207
8799	77	1037	1397	1	1132
790	0	141	200	0	0
2425	18	32	71	1	135
6309	80	475	397	15	2020
700	45	129	141	8	50
1214	106	615	653	6	189
4620	3	944	1356	0	27
11651	298	1407	1183	140	5215
20	0	4	0	0	0
8759	33	492	1417	5	2825
375	41	52	50	16	17
1488	33	67	179	0	28
104	0	19	13	0	0
4270	60	202	132	1	836
1586	92	124	207	0	1142
767	0	97	30	7	0
583	0	184	317	0	0
2944	5	735	1527	3	1
8	0	0	0	0	0
24	0	2	0	0	0
18	0	0	1	0	0
823	26	63	93	1	176
14390	142	1072	717	34	5138
625	18	134	223	1	6
7898	1	464	32	14	118
123839	618	13422	7019	44	76019
68	0	18	36	0	0
5058	19	350	449	13	191
418	0	70	4	0	0
159	1	17	0	1	0
267	1	18	18	0	19
3643	21	504	773	14	231
124	11	21	20	0	26
2096	71	194	123	7	509
109	0	10	0	0	0
14830	315	7640	6088	676	1926
1223	0	39	45	0	0
2504	155	836	1520	15	218
8834	15	1621	1480	39	414
206	0	12	4	0	0
12310	7	672	572	1	518
26822	147	912	1190	10	9023
14053	571	5279	8047	259	4503
15388	91	1867	840	17	1447
800	0	131	249	0	1
11084	0	582	862	7	0
4372	89	584	779	9	1108
293	9	77	78	0	8
229	0	28	37	0	0
99	0	16	1	0	0
2372	21	207	79	3	456
2720	1	262	1256	0	2
2020	120	287	325	1	190
3865	80	1289	1434	215	262
2859	32	1337	1946	53	179
452	0	36	0	0	0
5876	153	1817	2406	99	1235
38	0	1	0	0	0
20904	120	3343	2844	106	1801
713	86	165	176	14	178
15963	406	3396	3673	299	3717		
3872	160	1634	1985	12	867		
38470	342	5980	6988	126	5739
596	8	31	60	0	30
175	4	31	21	0	15
1565	81	897	1618	54	326
1573	34	170	255	6	194
411	5	45	26	0	18		
3227	15	178	152	1	404
1901	1	531	641	0	6
2794	2	126	96	7	11
209	33	105	100	1	74		
1203	7	205	417	0	45
771	23	183	140	0	51
12	0	0	1	0	0
101306	367	8461	7239	97	43125
12849	536	2285	2730	15	4553
7189	614	1406	1483	16	4150
737	19	482	635	7	37
2562	22	41	8	1	310
441	0	112	36	0	0
1961	42	133	107	3	454
22	0	0	0	0	0
652	0	22	4	0	0
424	0	20	14	0	0
63663	1943	10560	4739	391	90561
12	0	0	0	0	0
42	0	2	6	0	0
1182	15	105	246	0	36
159	0	12	0	0	0
6763	187	3896	5054	155	725
1341	186	400	299	1	617
18016	422	6372	5779	349	7366
6016	57	1736	2407	3	486
2990	98	485	229	10	825
640	23	218	202	1	33
1377	16	907	1225	34	99
84	0	24	28	0	0
284	0	89	116	0	0
31	0	0	12	0	0
2986	22	799	1165	5	20
27044	4	2834	6863	0	312
207	2	47	62	0	2
355	0	97	55	0	0
3821	319	611	386	2	2680
1922	72	599	836	14	64
718	2	225	238	4	58
981	0	239	17	0	0
144	0	23	2	0	0
932	35	118	31	0	91
1460	31	265	304	9	243
62	0	20	3	0	0
5225	42	3458	5496	12	982
23731	151	764	869	55	5614
2021	120	254	258	3	585
15	0	0	0	0	0
977	39	218	281	0	63
2625	71	606	445	11	573
944	18	274	729	4	70
9643	114	648	644	1	2712
58	0	4	3	0	0
507	0	7	0	0	0
8248	220	4085	6559	23	783
18346	490	2875	1658	39	14472
225	0	58	79	2	27
29208	174	1450	884	14	13483
551	7	19	46	8	5
16348	205	4843	3397	99	1464
6303	218	1659	1560	54	1261
3644	63	380	606	12	681
12	0	0	0	0	0
227297	573	22473	17794	314	71427
1727	11	77	86	0	108
52	0	6	0	0	0
75	1	3	6	0	0
18050	1473	7860	5732	745	12794
7582	0	1298	1666	1	329
2662	49	466	588	5	306
10933	38	1203	1455	0	265
193	14	62	65	4	55
104	0	15	5	0	0
1825	32	62	65	2	157
5021	112	773	1021	86	481
609	49	117	160	5	77
5323	832	1830	713	32	4806
7275	0	452	253	0	1156
1284	1	175	333	8	6
1002	4	156	405	1	79
1216	1	437	805	1	7
15475	92	4835	5994	33	919
134	2	10	2	0	7
183	0	34	58	0	0
41	2	8	2	0	1
221	0	14	28	0	0
2598	98	609	764	0	514
683	0	96	47	0	82
5879	31	300	270	0	678
190	0	38	3	0	0
985	201	154	194	28	523
4061	286	917	619	20	307
1175	76	287	259	21	172
2872	33	662	928	92	74
35	0	6	0	0	0
1613	0	79	17	1	0
693	120	69	77	6	224
1546	18	159	192	9	221
713	11	124	107	3	42
279	48	159	90	2	121
1834	15	69	13	2	151
3743	0	787	1021	0	268
3499	10	89	31	3	664
303	3	40	66	3	4
5609	283	1286	1472	291	1392
3467	65	225	118	0	335
2851	130	785	754	124	476
6	0	0	0	0	0
2120	83	743	842	75	301
80919	762	17295	21342	111	34313
258	5	44	166	1	17
744	27	187	338	0	31
745	59	157	106	6	127
11203	213	1759	1700	17	4444
8989	0	1557	1235	1	673
1087	5	41	47	0	32
312	0	24	9	0	0
10367	50	1184	1063	7	2150
3405	8	884	1166	15	92
9982	546	2829	3057	8	886
74	14	20	3	0	13
1757	19	360	450	0	173
1368	1	317	446	1	254
1779	15	802	1341	0	53
2724	0	350	323	0	0
37	0	3	0	0	0
1606	114	403	289	0	504
27	0	2	0	0	0
361	7	66	29	0	12
3912	67	632	935	10	515
1947	194	348	445	4	909		
4568	179	1082	257	21	1899
2589	2	160	203	1	5
11766	57	2659	4348	9	816
76	0	5	0	2	0
11197	159	823	609	0	1981
196	0	233	433	0	0
1904	70	315	375	9	311
266	0	58	87	0	0
214	1	40	70	0	4
1596	26	98	82	2	355
2445	9	109	44	7	305
10404	1	32	7	2	56
852	21	191	310	1	82
318	209	29	53	3	185
117	0	2	0	0	0
1804	15	142	156	1	90
10480	448	1322	762	45	6336
97	0	20	3	1	0
10405	482	1559	1652	69	10344
7477	854	5116	5872	224	1335
2208	236	342	480	1	696
862	41	456	629	8	155	
484	3	85	64	6	36
717	0	322	402	0	4
329	1	39	5	0	0
1261	73	257	602	3	103	
6079	13	802	720	5	1147
433	0	50	45	0	0
2321	69	516	478	6	557
34218	117	4825	6963	76	6720
71	0	7	0	0	0
4070	0	292	145	0	33
634	13	83	97	5	13
5561	182	529	346	18	2241
1864	50	343	615	0	165
1302	13	64	43	1	56
6073	11	4526	5295	14	40
3904	7	158	184	9	797
26	0	3	3	0	0
6988	135	2200	2227	75	1994
8897	100	933	222	32	4046
43308	1	1101	136	30	35
100	0	29	22	0	0
441	0	74	0	0	0
316	0	62	9	0	0
5628	69	1810	2865	22	1080
77	0	5	0	0	11
41157	296	15526	19864	7	14323
29048	399	1318	285	26	13998	
10422	29	186	39	1	2777	
891	2	346	1203	3	7
955	9	216	489	19	29
21596	0	7278	5880	2	8817
1235	1	190	424	0	2
7762	176	1981	1764	115	1901
174	0	25	0	0	0
83237	25	3107	402	0	28776
4059	63	2794	2379	45	1069
85	0	7	0	0	0
847	0	181	6	0	0	
163	11	51	67	2	14
5180	15	495	835	11	891
1436	52	168	178	8	264
6527	87	1343	640	14	526
845	14	63	40	1	251
311	1	5	11	0	3
15300	94	3317	6080	25	897
376	7	70	37	1	56
259	3	24	27	13	3
3630	111	946	607	3	3208	
188	2	32	10	0	0
4265	10	713	769	7	68
13917	218	4487	4306	89	2278
3275	3	78	92	0	13
123	0	2	0	0	0
9149	15	242	114	0	1406
115168	506	5844	1814	81	72024
454	17	35	48	0	9
474	45	199	180	18	103
45031	415	4652	1342	77	25310
169	0	16	0	0	0
160382	1226	10408	4650	182	138203
3256	105	780	1020	24	603
23929	355	1319	599	0	23485
6654	6	341	432	42	138
589	0	53	49	0	0
152	1	101	200	0	0
6061	26	496	389	20	320
3350	20	783	2764	64	97
445	14	1121	1701	4	14		
4224	56	548	1105	177	492
61	0	13	1	0	0
120	0	25	11	2	0
1702	0	5	2	0	2
109	3	26	27	3	0
1493	7	458	792	5	102
184	0	85	103	0	0
407	20	66	45	0	28
1874	106	178	133	38	266
691	22	192	376	12	15
31845	108	1409	1602	6	10279
4620	48	1213	369	3	161
24	0	4	4	1	0
8082	23	2429	3397	107	99
1050	20	103	146	1	70
874	30	123	111	8	271
795	98	153	131	8	39
797	4	445	602	45	8
260	44	82	82	12	67
708	20	93	272	2	42
2875	19	162	87	0	668
7	0	0	0	0	0
4431	123	348	260	51	787
536	6	55	7	0	3
277860	1067	12405	8637	120	98273
23	0	4	0	0	0
4331	87	1238	932	165	1144
190	0	27	17	0	0
390	31	32	2	3	99
3337	66	570	753	10	321
1444	14	166	229	0	18
199	0	32	5	0	0
1948	64	511	984	1	759
2433	1	438	103	0	88
4566	43	551	729	2	595
11517	23	963	1167	27	107
280	2	130	196	0	0
4416	10	1953	2507	25	98
486	21	127	248	1	41
1397	0	305	378	0	43
16817	6	632	21	108	1548
19	0	1	1	0	0
3765	115	790	908	0	174
799	0	59	76	0	0
8374	328	1181	1364	8	2929
22902	26	2333	1879	117	1353
6519	0	427	791	7	348
1222	196	340	183	33	784	
80	0	9	15	0	0
13654	55	2919	4117	16	371
3318	26	149	116	3	258
6111	9	47	25	0	862
122	0	9	0	0	0
383	9	70	53	4	37
1427	1	242	240	0	1
604	1	54	31	0	42
248	0	42	9	0	0
4456	13	101	8	0	1053
2769	17	275	315	5	72
1017	0	49	80	0	0
398	73	68	90	2	9
21316	501	6682	5287	374	10939
110	0	8	3	0	0
39563	169	2755	2842	43	18289
726	53	72	41	0	141
279	54	11	3	1	21
122	0	13	0	0	0
12137	70	891	1380	22	1287
151	2	9	5	0	4
1364	0	325	287	0	0
1684	223	611	756	3	519
1646	5	150	223	4	80
12887	60	1199	1927	22	1485
2356	16	199	250	3	75
13139	65	3324	5992	14	2425
3737	156	617	502	36	900
31477	662	779	65	2	10524
339	6	32	51	0	55
3290	32	535	1092	32	93
4889	32	747	1149	0	139
198	0	26	2	0	0
1626	0	126	156	0	0
71	2	4	2	1	1
178	0	6	0	0	0
426	3	75	45	1	2
12565	310	2249	1643	2	7443
587	10	83	65	0	112
84129	2708	12414	5010	10	108450	
16437	289	4143	2726	214	3520
5725	41	342	217	21	363
3774	204	964	924	0	792
354	0	80	144	0	0
3413	49	788	597	65	281
5	0	1	0	0	0
37	0	0	0	0	0
11847	44	1492	2162	13	285
613	15	200	296	8	48
135	1	11	1	1	5
2451	331	194	22	2	3143
7156	137	3118	2765	168	1395
36	0	1	0	0	0
978	64	417	472	7	167
36	0	3	2	0	0
2375	133	833	682	143	526
525	1	127	229	3	3
7465	35	432	1095	10	1166
1011	40	140	177	0	171
199004	436	18933	8670	32	161961
6208	39	542	608	1	1241
2683	268	1077	1574	4	1427
30	0	4	0	0	0
2365	20	279	606	2	177
8924	47	535	914	1	374
7532	112	1112	908	7	1746
3921	72	501	1117	38	261
5794	66	573	1016	64	1149
80	0	11	4	3	0
2802	12	82	85	3	633
720	0	212	211	0	124
54459	240	8193	15715	82	7175
367	4	61	15	0	4	
3956	18	113	48	2	524
92	0	14	2	0	0
10705	19	1274	1834	17	426
18055	43	7152	5373	3	6634
5339	31	1507	2080	38	227
1519	2	210	68	0	428
890	81	142	185	15	487
616	4	88	254	9	9
929	0	238	368	2	0
6094	13	72	37	2	452
2927	13	468	259	0	95
182	1	40	52	0	1
157	8	16	10	0	34
2444	67	232	326	12	124
2345	29	214	322	11	173
1610	62	61	40	0	389
3318	0	50	12	0	0
76	0	7	11	1	0
1926	108	167	171	1	616
72539	53	6729	3557	91	4635
254	0	13	25	0	0
105	0	22	1	0	0
9292	132	1224	1438	21	2097
2986	17	199	307	0	61
296	0	1	0	0	0
18	0	1	0	0	0
41	0	5	1	0	0
3065	16	176	156	4	201
275	10	167	78	19	23
6091	46	230	108	0	1273
1730	0	12	19	0	0
752	12	54	17	0	220
13494	37	655	627	0	1791
10669	423	4057	3755	11	2262
22	0	3	1	0	0
17672	1309	3118	2198	348	9580		
1706	0	85	0	0	0
3119	0	205	3	0	0
117	0	21	2	0	0
1783	13	985	955	88	10
1072	3	30	9	0	115
47841	650	14305	12794	493	12573
188	4	33	21	2	3
38	0	4	0	0	0
245	0	9	3	0	0
505	0	15	14	0	12
6191	0	4248	4356	1	1720
727	32	78	83	0	275
372	9	9	24	0	74
4033	32	297	472	4	781
9651	0	1683	1513	7	3101
755	9	56	59	2	47
3482	40	1939	3484	47	77
596	6	171	242	19	5
30	0	5	2	0	0
2	0	0	0	0	0
246	3	21	34	4	1
56	8	17	30	0	2
26244	30	899	154	0	15469
755	0	125	131	0	74
2616	10	285	341	0	218
8552	383	1112	2059	25	2043		
1463	7	51	58	0	185
15731	386	1134	657	2	13070	
25571	0	3063	860	0	8313
15704	95	4630	6878	7	1246
675	10	172	197	3	67
285	6	42	54	0	10
11665	86	2422	4157	5	1916
1896	0	152	221	0	0
436	0	109	8	0	0
82	0	8	0	0	0
811	46	19	5	0	175
280	1	40	45	0	0
338	8	20	16	2	58
5489	0	914	834	0	1353
1151	38	174	265	11	39
2652	7	41	55	1	232
412	54	162	97	3	51
1354	11	247	360	0	17
44116	23	1424	2021	34	1261
8069	80	210	503	4	1454
21428	344	2112	1354	1	20371
5512	191	564	561	7	3279
2850	46	184	79	12	1253
265828	133	8840	6775	57	60944
200	0	25	0	0	0
1050	51	31	24	8	46
3509	0	348	378	1	300
1558	0	46	30	0	0
7778	1574	4631	5637	104	3745		
12705	529	6340	9919	121	10802
29	0	0	0	0	0
12101	438	9898	12160	447	1712
2858	260	1243	1768	60	311
10782	188	1391	1310	80	2226
125	0	19	20	1	0
3516	111	831	1372	52	850
935	4	278	772	7	4
474	16	119	89	4	32
8144	58	1196	1744	29	287
25705	57	6485	9430	80	4546
338	0	14	7	0	0
1491	78	233	310	11	198
62238	206	1947	856	60	20109
295	0	135	190	1	0
18292	46	1680	607	0	7678
876	2	45	47	0	3
27	0	0	0	0	0
3735	1	1265	969	2	285
35	0	3	3	0	0
2591	0	568	477	0	0
1944	2	406	1056	3	5
255	0	44	140	0	0
571	6	25	18	0	2
4012	25	506	173	0	60
480	0	130	172	0	10
154	9	27	29	12	6
5111	84	613	607	11	2924
5538	77	1280	2983	11	615
826	26	138	163	2	65
3130	0	508	216	3	704
3120	33	361	533	0	496
1073	6	143	150	5	32
5885	27	468	585	4	843
14	0	0	0	0	0
946	6	286	316	10	10
227	0	54	40	0	0
519	0	49	2	0	0
893	24	152	14	0	45
247	10	33	43	2	39
5882	158	2649	5367	113	333
513	24	263	329	9	39
195907	270	7792	2701	12	115220
62	2	16	9	0	9
160	0	10	5	0	0
882	4	108	56	0	9
11749	2	958	2495	0	249
4612	161	287	208	3	3378
2057	1	304	353	8	533
235	10	4	0	0	8
3503	135	1025	1593	0	242
1699	83	226	248	5	680
572	0	33	23	1	109
4526	152	1020	875	18	2106
11209	77	834	1502	16	3376	
758	1	9	12	2	0
287	39	18	20	0	93
213	0	12	6	0	0
3551	33	581	711	20	253
369	5	99	165	7	4
9062	32	1784	2192	115	366
16786	62	796	322	17	5604
21410	68	1590	3004	29	1709
1070	19	196	331	8	36
91	6	17	15	0	5
1242	9	116	97	15	49
3853	27	561	821	9	496
5990	22	881	2844	4	229
85	0	15	42	0	0
14249	69	525	460	12	6645
7202	135	1912	2000	112	2717
7271	69	1162	1076	18	762
18569	101	2745	2778	0	5644
284	0	40	4	0	0
4529	37	278	209	14	645
2942	64	620	673	2	332
4085	109	469	514	1	1334
159	1	36	50	2	0
148	0	11	2	0	2
249	1	7	4	0	7
750	1	125	150	3	1
5980	93	4757	6368	337	188
399	31	56	43	0	88
27756	0	7733	4847	1	11298
8744	67	6047	8706	27	212
370	0	74	90	1	0	
5820	22	677	1029	9	450
2416	208	1244	1256	51	274
4594	26	961	1041	0	145
15851	509	3855	2821	56	10122	
2319	29	657	870	1	123
124	5	2	6	1	2
2989	152	717	1045	76	236
3808	157	1297	1414	29	585
3784	41	532	507	9	787
813	3	247	188	1	84
1632	2	554	296	5	7
10504	101	783	1319	136	1501
13986	548	4478	3671	631	4630
387	28	93	115	12	168
703	0	66	77	0	3
8098	54	2141	3801	5	427
13689	45	3068	1323	14	1949
53	0	13	0	0	0
6132	30	392	367	10	553		
1403	9	180	103	4	7
7999	125	639	784	12	3434
73	0	6	6	0	0
10226	0	969	1229	0	1499
5497	72	1470	1804	1	1686
3978	98	233	126	10	2015
4683	104	1666	1708	26	1091
214	1	54	45	12	6
18	0	1	1	0	0
5989	25	908	1496	10	745
5371	79	677	681	4	2014
6531	68	2208	2115	43	240
6223	30	1177	1563	111	321
1489	56	383	643	8	30
711	62	234	260	1	97
1812	113	120	26	0	991
1490	25	340	348	175	193
846	58	65	3	17	141
10631	69	2427	1142	2	922
690	0	21	30	0	0
13869	32	492	625	3	2893
7255	435	2461	4148	106	1776
92	0	11	10	0	0
3402	0	303	557	0	56
2835	4	65	77	2	70
1170	18	126	210	8	36
11149	27	3889	5336	22	827
1038	4	199	268	0	0
239	1	55	1	0	0
114	0	18	18	0	0
2213	3	1721	2550	31	11
5623	81	1366	1340	73	560
72	1	3	0	0	20
52122	156	5508	4894	17	7685
12	0	0	0	0	0
1064	49	143	72	7	119
1382	0	12	3	0	0
18335	133	1211	1022	44	4451
2547	61	413	434	6	1532
386	14	46	50	1	38
186	0	36	1	0	0
1173	38	96	85	4	541
17605	83	971	688	29	2341
4316	271	813	866	3	1843
357	0	32	21	0	37
5349	64	667	828	0	898
56	12	13	13	0	13
23703	125	6024	9202	63	3207
317	0	23	3	0	0
2281	82	827	1184	35	166
1407	121	161	107	11	289
1197	1	74	14	0	3
10343	110	3746	2808	135	364
25643	235	2407	2151	16	16476	
1119	9	72	102	7	57
1564	99	590	753	12	169
9846	83	2049	2912	104	2096
3258	168	1169	1478	36	772
52505	0	6540	3058	0	34759
7876	0	1395	1896	235	1142
2078	1	189	222	0	153
18658	778	3894	3270	79	13202
6138	97	1092	855	47	1260
234	0	76	34	0	0
333	0	28	19	0	0
4121	17	172	174	23	298
2876	21	499	871	35	36
6745	360	785	585	58	4096
329	1	27	6	0	1
3184	118	1355	1259	29	227
2060	39	664	633	38	137
1215	16	319	257	1	15
12	0	0	0	0	0
113823	666	37513	26021	22	33096
3056	10	91	100	0	47
1205	96	103	45	8	256
9749	139	840	1246	30	3928
450	9	92	74	0	33
3046	50	409	539	17	169
12331	149	512	384	4	3580
3256	68	461	219	14	240
4829	0	1590	1408	1	132
615	0	209	308	1	9
125	0	23	18	0	0
165	0	32	1	0	0
11850	293	1010	336	41	8619	
962	11	198	215	0	29
4581	59	387	171	276	412
39	0	0	1	0	0
43138	111	5304	5126	203	5835
4347	0	767	1254	6	269
1763	45	99	76	10	316
71	0	13	3	0	0
5997	85	188	125	7	2094
3663	48	411	468	3	514
1901	12	335	261	1	268
771	39	209	48	0	23
15504	155	2410	2742	47	2860		
1158	0	26	6	0	0
1065	13	358	417	0	42
18	0	1	0	0	0
8697	40	225	192	0	1688
815	0	45	30	0	7
1181	4	127	283	0	52
310	0	75	84	0	0
94092	125	7918	3597	132	29711
93599	446	10660	2806	18	66139
1711	13	64	83	0	142
6285	5	286	101	1	1722
7824	0	1121	1328	0	286
7	0	0	0	0	0
6590	64	668	503	32	1577
2278	77	252	166	0	686
8674	142	1584	1088	77	5300
106	4	29	33	2	2
1871	16	127	26	2	440
434	39	45	20	2	53
16362	310	3120	3664	3	5850
516	3	82	51	1	55
21682	29	3458	3326	1	6887
435	0	34	6	0	0
738	9	30	26	0	99
5538	232	3085	3899	69	1500
8088	215	4510	5966	10	1549
4525	119	578	330	37	1988
24188	146	693	465	1	6852
3427	112	109	25	2	413
351	3	0	0	0	36
37575	247	2604	2667	8	13505
33	0	2	0	0	0
511	0	159	135	1	51
570	2	153	72	0	2
147	0	8	1	0	0
4315	8	381	488	0	511
146625	499	15212	3938	173	115984
773	14	115	200	4	54
4080	30	94	38	0	919
4517	204	782	513	20	1137
1398	0	164	172	1	8
1985	31	376	377	14	120
1611	17	74	44	0	417
670	1	80	131	0	0
5820	0	157	4	5	1
5286	24	727	960	2	259
28313	539	2079	1741	58	11933
4238	32	500	269	0	177
5714	176	1207	729	0	519
101	6	18	12	0	9
3806	62	496	746	6	212
40116	360	18152	56845	60	4135
2446	0	167	144	0	0
4424	27	404	479	6	1225
61	0	10	0	0	0
94581	294	14243	18198	434	31692
6699	54	605	551	0	2915
14643	41	529	323	4	2717
8824	77	722	823	16	1118
1072	14	94	137	0	130
4166	59	205	539	9	425
175	0	27	0	0	0
1786	14	241	319	4	85
2884	24	250	286	0	94
7168	84	986	978	0	933
6735	79	5025	7257	68	200
2190	0	88	165	0	0
2198	18	207	226	5	286
644	1	153	128	1	12
133	0	18	4	0	0
925	28	136	172	10	160
727	80	99	73	1	114
372	0	41	14	0	0
4258	24	128	64	0	1622
5012	277	705	774	39	1385
20475	215	3533	7146	189	3615
1127	22	185	91	0	117
293	0	78	157	4	0
496	0	93	53	0	0
624	20	143	158	12	18
160	0	20	2	0	0
6125	231	1071	1342	30	2511		
5641	55	1160	1032	36	401
10495	0	2994	4778	45	199
10136	44	835	1284	10	1162
39926	315	5384	4251	178	12253
3436	65	1590	2113	62	430
9197	18	1325	2849	88	142
3835	17	1735	3104	215	149
3602	12	1662	3024	52	39
57	7	3	3	0	10
37803	191	3983	5470	8	10877
5594	9	1328	1463	2	1105
656	7	57	26	1	35
1084	28	119	145	0	148
1267	0	152	0	0	0
165898	131	6867	1778	5	45557
352	22	54	31	0	50
5535	109	341	957	6	1040
16043	9	847	1605	9	290
307	0	18	4	0	0
3157	20	407	797	9	56
273	0	21	0	0	0
8302	233	4777	4685	198	571
665	17	93	107	1	132
1295	6	91	99	0	32
2589	40	752	420	30	222
55791	34	23684	28161	114	8173
25870	94	3739	4487	162	2169
5062	110	1225	1303	169	1661
1226	10	294	648	23	55
1607	0	172	129	0	65
5276	6	591	769	4	203
1240	44	448	522	7	219
798	1	56	45	2	2
564	0	103	114	0	0
5005	25	1223	1253	44	259
13647	20	10261	19230	8	143
5222	36	1630	3014	0	54
630	1	200	12	0	2
4745	169	3225	4325	69	260
525	1	192	272	1	3
230	7	22	27	0	41
6904	31	157	78	2	1540
188	0	17	4	0	0
396	0	59	7	0	0
77	0	3	11	0	0
9421	191	2517	2942	75	536
646	9	93	130	0	8
321	8	25	15	0	11
1472	28	134	201	4	72
1829	56	333	339	0	70
13853	57	2429	2232	4	2450
22	1	0	0	0	0
