Page Visits	Submissions	Comments Received	Comments Given	Journals	Favs
4608	17	1138	7	0	132
3326	8	1606	3129	11	19
8880	36	1307	397	291	450
230	0	15	14	0	3
4450	12	67	28	0	242
95	0	6	2	0	0
8001	63	469	43	7	1088
5279	89	902	695	7	1438
243	4	75	69	0	16
13	0	0	0	0	0
1706	24	17	9	1	34
6939	134	1034	1130	2	1681
17868	597	15540	14769	285	4993
4250	231	603	489	12	1526
65	0	3	5	0	0
51704	2	1349	20	13	57
8496	96	1090	1192	77	528
2795	72	723	481	13	322
130	0	23	91	1	0
31	0	5	0	0	0
4007	101	1149	1228	65	580
623	121	58	29	12	263
919	5	129	172	5	41
3224	36	314	243	10	357
2002	256	502	474	21	390
1826	14	125	109	13	151
2570	0	572	484	0	994
17	0	0	0	0	0
2047	56	459	1176	48	303
131	0	42	27	0	0
1378	0	648	950	0	206
1669	0	65	4	0	209
9980	69	1723	2276	47	602
44	0	0	0	0	0
734	11	62	53	1	13
3957	137	736	3211	3	264
1440	28	621	1261	7	147
10824	54	1076	373	29	862
1436	1	296	408	3	69
5969	161	474	133	4	5928
153	0	5	2	0	0
4416	1102	1841	1040	1	3569
46	0	5	0	0	0
551	7	81	115	1	97
120982	278	28185	50834	731	7886
1439	34	275	34	0	120
41256	153	4331	5635	433	3973
326	0	50	25	0	1
8501	2	245	8	5	23
335546	505	13597	12126	0	58869
7581	88	4644	7966	8	1526
2993	84	151	79	29	509
726	0	33	1	0	0
9126	47	979	1667	7	1210
22867	460	1863	1756	32	9025
237	7	58	115	2	8
8409	11	188	130	0	1283
1702	121	137	148	0	792
615	47	75	59	3	56
128	0	23	18	0	0
387	0	111	46	0	0
9203	161	1282	1244	212	1946
73	1	3	2	1	0
851	20	109	109	11	96
1326	6	129	109	2	137
8108	58	669	1059	0	2412
361	1	77	26	0	1
7376	16	975	1577	2	1525
283	0	55	62	0	0
185	1	28	21	3	3
9237	130	449	172	0	1486
6558	33	812	646	16	432
22706	78	1248	976	6	4788
60	4	11	6	0	12
2893	13	339	182	0	489
669	65	200	135	7	386
21361	597	3331	2172	8	10760	
50300	2231	12636	6538	239	30594		
397	41	35	11	10	308
215	4	33	45	0	8
66	8	3	3	0	12
1741	13	259	400	0	179
662	63	383	530	82	93
9349	182	2898	4659	263	1087
4931	108	2371	3183	120	553
18109	3	910	1814	0	181
4026	239	523	123	13	497
96	0	11	5	0	0
3351	28	936	898	30	181
616	0	341	457	1	34
8963	22	376	447	1	504
293	36	54	46	4	154
7784	57	1352	1627	25	506
12067	381	2295	1420	108	4789
78	0	10	6	0	0
3846	83	247	159	13	1125
972	47	416	417	8	32
477	0	3	2	0	0
27607	138	1732	1532	117	5873
1095	8	90	48	1	52
3501	150	722	962	1	561
988	15	199	186	6	32
23	0	3	0	0	0
31	1	6	4	0	0
989	85	210	296	13	87
736	5	309	419	5	16
79	0	3	0	0	0
1451	259	358	290	8	1198
12779	57	3584	1269	112	1428
7767	22	549	545	1	766
3159	50	751	181	40	630
7096	37	537	647	6	502
6358	150	3886	4248	33	400
14438	0	3590	1803	0	4564
16380	199	1618	1781	7	4833
3050	34	1620	3042	6	147
493	1	60	91	3	30
2722	0	1232	1253	2	247
37	0	8	11	0	0
1648	28	1049	2036	37	108
4252	0	1605	2161	0	0
15458	5	771	1208	4	587
13754	324	1726	1481	33	2895
46	0	3	0	0	0
7012	57	2094	3079	27	620
12006	282	2073	1914	94	2954
1151	1	668	1032	34	8
25079	986	4433	1364	134	23385	
2620	135	2145	2646	24	590
194	21	21	17	2	22
294	0	39	68	1	0
3247	0	1240	2159	7	1
40601	116	11150	7739	14	2558
5956	75	1328	1473	0	1027
14644	47	172	7	3	3317
2755	188	882	797	28	771
1097	2	928	5592	5	14
1398	27	160	110	2	282
148	3	21	43	0	1
18478	40	1206	1478	25	2065
549	2	43	27	1	30
30058	107	4553	7087	6	6875
81	0	11	0	0	0
612	13	77	115	2	96
77	1	30	31	0	2
2226	32	190	392	1	155
2186	19	91	76	0	102
125175	420	17258	12552	30	62197
88	0	12	19	0	0
1874	40	509	448	0	507
2258	0	195	542	1	0
1727	81	120	20	4	318
394	4	26	2	0	1
343	51	63	45	1	307
310	0	19	27	2	0
12	1	1	1	0	0
432	0	56	0	0	0
6057	328	1466	531	86	3214
4440	162	1960	2327	229	219
1381	0	66	65	9	37
40	0	1	2	0	0
4476	0	259	290	0	0
1796	40	548	539	9	594
461	33	63	27	3	156
3879	45	928	731	1	1202
1716	1	49	21	2	0
864	0	51	18	0	0
478	25	124	141	11	36		
1891	46	222	252	6	1014
16	0	3	1	0	0
188244	1176	39401	29273	464	107804
15829	710	4476	6048	35	2805		
1187	100	161	86	12	581
1344	20	88	41	3	50
96330	1669	10275	4155	452	74598	
1944	4	407	236	1	17
423	0	67	0	0	0
52	0	3	0	0	0
509	4	30	26	0	109
11475	10	3419	3797	123	128
6094	313	3339	6459	250	659
11510	170	1089	1669	75	2775
286	0	73	7	0	0
1710	38	116	189	1	139
6995	105	1175	1513	26	2354
178	1	17	0	0	0
185	0	23	18	0	0
645	7	173	204	2	4
50222	531	7181	4219	189	39214
4670	317	973	1402	93	888
2429	186	1665	1415	149	256
626	3	89	88	0	11
32	0	6	0	0	0
7176	136	790	643	64	2181
13970	2069	7302	5349	371	2533
3356	128	456	1045	2	1637
1936	0	206	320	1	41
2582	0	310	352	7	108
710	22	16	0	0	215
18320	227	1965	1529	19	5065
6069	18	1502	2360	22	47
1605	0	574	597	16	24
75	0	3	0	0	0
1112	59	184	329	1	213
616	5	190	189	0	27
693	1	495	290	42	87
498	36	54	37	0	247
2411	3	388	613	38	11
3111	81	576	400	23	1528
317	32	19	18	1	116
8	0	0	0	0	0
2170	90	64	0	0	519
801	0	61	19	0	176
895	2	37	32	0	6
1595	2	578	1002	5	4
11918	289	3755	3505	13	1993
2096	101	245	129	23	687
4597	73	305	280	1	2793
2012	31	123	130	34	599
4523	36	1133	1611	44	982
14966	282	2941	3630	78	3575
6933	55	786	1596	9	1221
3002	42	333	351	39	339
4290	0	654	1363	0	0
862	9	31	15	8	124
13945	53	1662	2358	82	656
4017	0	218	625	6	262
4021	149	1508	2063	75	539
4893	0	613	665	0	880
2906	141	845	687	21	650
570	3	38	31	3	19
274	19	26	21	2	75
21075	5	3278	5689	119	420
209	0	16	37	0	0
6271	16	670	441	18	357
70	0	6	4	0	1
4759	4	1040	1541	13	107
313	43	88	89	0	86
1008	0	161	161	4	0
2038	8	174	226	5	36
615	4	57	45	0	45
5259	67	841	646	31	435
41	0	13	45	0	0
11128	4	808	479	1	5088
1071	2	56	24	0	36
2012	171	1504	1983	7	186
36	0	4	0	0	0
4364	6	608	695	2	20
12832	691	5352	4264	285	4255
469	10	102	93	1	11
65	0	16	1	0	0
1657	130	353	393	43	935
14	0	0	0	0	0
386	0	18	14	1	0
435	14	14	7	1	27
1414	0	43	62	0	293
12	0	0	0	0	0
203	19	79	112	6	9
1427	12	119	215	0	13
6359	133	359	89	4	1749
2153	56	843	936	1	1055
1296	54	137	77	8	619
245	0	44	130	0	0
3039	82	917	938	6	101
1703	13	201	174	1	56
33	0	1	11	0	0
12019	92	336	67	0	5570
1709	2	213	273	0	6
2025	126	593	959	80	236
1797	0	171	101	0	0
1581	2	374	760	10	34
1786	14	196	294	0	302
4092	59	250	558	36	656
2611	8	824	662	0	941
843	4	159	149	0	137
13275	306	4408	2734	210	4200
230516	1848	28691	8823	191	229721
42069	0	342	79	0	2506
271	21	22	18	0	77
6060	216	228	87	0	3744
1277	4	195	173	4	5
75	0	10	3	0	0
5423	0	3356	5377	14	0
11348	83	1263	1343	62	2051
856	0	637	902	0	3
9563	0	1333	1568	0	1029
553	0	73	5	0	0
2025	30	211	159	3	191
543	81	144	118	2	196
12646	116	1174	695	50	2604
32027	44	3081	1357	64	12780
215	4	10	15	0	16
1158	42	519	670	21	69
608	0	4	2	0	0
2593	135	261	133	12	1074
365	21	93	27	16	17
1075	47	68	8	12	35
210	3	22	5	0	81
3635	0	149	70	1	408
1567	77	232	221	20	376
802	34	169	171	8	128
602	7	38	28	6	51
3999	47	909	1209	90	162
987	57	341	733	15	94
1006	27	72	130	5	46
11960	252	1434	1682	45	4698
292	6	17	13	0	0
2325	168	547	378	67	714
1886	18	552	350	19	104
90	23	14	12	0	10
6172	180	1495	1437	138	1385
8196	152	1439	1734	59	2591
752	17	183	278	24	55
2863	11	694	1072	22	301
2953	220	1431	1264	47	1637		
6909	348	2867	3433	16	1849
1554	58	229	244	1	560
25495	31	9559	8289	547	9331
1389	34	179	89	3	68
320	5	5	8	0	2
1034	37	119	126	0	149
427	13	78	51	1	6
38	0	2	2	0	0
141	16	24	37	2	30
4787	67	647	826	3	2433
3225	0	363	85	2	0
3180	0	621	459	0	1199
94698	465	8532	6252	146	27434
23160	506	4393	3659	81	7486
9766	219	1978	2317	88	868
7589	344	3350	3851	211	1001
8068	60	452	245	4	1277
13135	341	952	710	38	2337	
10070	903	2452	956	173	4078
1095	22	59	16	0	214
11721	195	597	277	15	1899
2377	78	895	916	23	283
5315	29	953	940	125	289
3406	103	1250	1460	49	254
469	51	64	47	1	151
2668	23	150	128	9	430
12713	26	1813	1800	136	484
9140	23	583	439	13	426
17651	53	641	479	8	3859
634	15	116	102	0	8
1374	20	142	177	1	287
386	1	87	99	2	0
479	0	164	211	0	0
124	0	30	1	0	0
3277	21	612	984	60	28
6345	23	1737	2050	0	244
3036	42	692	997	49	254
26940	42	2847	3030	31	3527
7321	0	492	322	35	686
1268	0	99	190	0	0
2025	0	251	310	0	0
4458	8	821	1408	0	80
81	3	4	6	0	5
100	54	10	1	1	52
838	27	19	12	0	286
1829	131	240	309	6	278
1987	2	50	5	3	11
14811	23	2483	3783	110	1200
387	3	111	161	0	7
119	4	9	18	1	40	
568	16	270	227	0	105
72433	46	682	10	4	12020
37495	154	2993	1325	34	10231
63	0	10	0	0	0
4204	139	1401	1691	2	339
844	0	194	123	0	0
7169	29	1822	1926	52	425
1965	0	83	89	0	0
990	0	144	104	0	0
8543	193	893	316	79	5616
390	17	93	14	4	56
446	3	79	44	0	8
3348	29	613	565	20	157
638	0	126	279	0	0
325	0	32	0	0	0
77	1	13	8	0	4
18024	87	1180	1024	37	3573
4628	36	466	842	11	511
7683	181	651	896	4	2166
7859	109	4845	5101	201	202
6505	0	1442	804	0	135
4438	34	574	677	20	560
1397	9	85	80	1	187
808	20	90	80	0	81
731	3	162	12	10	1
1686	102	205	68	40	525
1521	0	331	202	0	0
19401	310	9720	9309	73	11719
8169	17	2686	5997	3	196
1	0	0	0	0	0
7835	19	663	351	3	3811
162	14	17	13	1	25
936	19	277	264	15	100
4544	3	421	378	22	1
5114	0	106	113	0	0
511	68	73	136	18	105
2041	4	229	448	0	279
657	60	51	21	5	489
747	2	87	35	1	0
169	2	6	1	0	29
28200	436	8949	12337	131	6400
25805	120	1166	1561	48	2377
769	0	339	334	17	21
691	6	253	391	0	19
8368	24	289	671	9	628
2281	26	272	262	4	49
29424	281	8687	11597	92	6821
2031	8	45	56	9	61
3428	19	233	505	0	46
1280	26	201	182	5	145
207	0	35	30	0	0
31	0	3	0	0	0
385	1	125	41	1	1
961	4	151	116	0	11
305	0	5	2	0	0
112886	529	17018	13695	655	26091
15887	91	2921	5097	1	3002
1085	6	94	119	4	13
1684	49	540	254	2	859
2337	15	1248	3087	55	61
270	0	10	10	0	42
42	0	3	0	0	0
3072	0	375	506	0	0
11819	117	3103	2375	101	1022
2953	105	643	1211	42	401
12497	53	2391	2655	105	2576
28829	124	1116	619	28	11592
6195	36	2032	2832	40	352
15892	12	1333	789	44	2489
40	0	0	1	0	6
18	0	7	6	0	0
7377	165	1062	1412	22	895
12928	94	1823	1482	63	3018
9489	74	839	685	21	957
1341	5	193	311	18	113
3322	13	638	893	62	52
3720	104	777	980	1	1326
306	0	3	2	1	0
35157	248	1207	791	6	8301
31612	12	1116	1705	20	810
162	5	20	15	2	9
1308	17	132	150	2	85
7391	187	1139	1612	14	1517
2529	2	112	128	10	5
401	2	70	20	0	1
39577	251	11106	14011	59	5565
124	0	8	2	0	0
46	0	4	4	0	0
4251	70	1286	1849	1	496
82128	525	12399	17693	924	29141
215	29	24	22	2	4
10046	44	1447	1599	3	2742
101	0	39	54	0	0
631	2	115	8	0	1
3321	8	710	821	2	49
4603	137	507	988	13	966
30	7	2	4	0	12
280	1	27	33	1	41
6958	852	2423	2121	11	1225
201	0	31	18	0	0
780	1	334	511	0	1
168	0	19	13	0	0
6949	112	1284	1094	38	823
5146	1	430	708	13	12
2760	1	96	29	0	5
1000	5	92	67	0	12
1666	1	136	165	4	347
141	1	9	0	0	10
41613	0	8759	8033	1	25120
521	33	44	31	0	137
247	0	48	107	3	0
5377	46	1201	900	31	1491
2456	0	25	12	1	8
4497	177	646	495	31	1987
75955	144	7072	4963	43	11444
6222	136	786	602	21	3285
241	0	38	1	0	0
26256	120	396	104	6	8742
89	0	23	0	0	0
516	0	31	29	0	0
19851	1	3391	6684	162	99
775	88	174	138	12	305
3929	2	568	718	45	36
511	1	43	15	0	1
70	1	9	0	0	0
11170	441	17014	21986	46	1222
7935	168	1129	822	47	1689
3533	417	242	48	10	1857
982	0	171	80	0	0
82	10	4	2	0	0
1363	34	259	280	7	282
1961	145	345	510	1	308
22	0	8	0	0	0
2127	36	279	378	0	455
13	0	0	4	0	0
89	0	28	3	0	0
1561	1	18	3	0	266
16065	432	2816	2723	130	7012
2327	6	943	1608	15	24
16	0	3	0	0	0
1107	3	4	3	0	0
32341	354	2135	2235	7	7049
1891	0	26	3	0	73
2337	60	973	921	80	65
8622	80	1430	1416	10	909
2464	9	761	801	41	14
6712	33	1126	450	3	135
612	69	90	121	1	205
636	46	106	96	1	199
191	9	33	27	6	6
79701	738	6915	3692	28	53269
962	0	27	8	5	0
3303	39	146	87	0	996
516	6	34	28	3	65
13170	340	2577	1648	131	2126
2219	180	246	381	0	402
1080	28	68	62	0	197
8896	105	1609	2322	95	574
42218	310	5142	3977	65	28647
922	4	177	208	25	9
2290	105	903	592	28	753
2275	0	202	287	4	337
1808	178	542	417	76	780
474	31	55	65	1	189
7330	257	2161	3250	139	1197	
727	20	77	91	2	62
15902	195	1672	1458	19	3303
6157	101	947	1503	21	1190
369	30	24	9	1	29
380	0	24	32	0	0
723	0	112	112	1	0
20	1	0	4	2	0
1580	54	33	0	1	617
520	9	93	143	8	44
25907	103	1088	506	24	6427
727	22	125	116	24	38
149	0	15	15	0	13
29727	1306	11601	6923	2	12684
154	6	15	1	0	15
4571	103	390	688	0	1054
146	0	39	31	0	0
1134	0	202	221	0	0
54	1	9	4	4	0
991	44	117	132	1	225
1415	0	346	0	0	0
112	5	37	39	1	2
70	0	9	1	0	0
1333	56	360	476	0	383
171	25	6	4	0	18
3476	115	257	182	0	1285
2703	7	1809	3140	1	13
1513	21	387	644	1	71
612	56	124	151	1	209
1088	52	279	251	12	55
11776	114	4206	4218	67	1702
808	0	78	37	0	1
97	7	26	26	2	0
955	88	133	86	2	240
1413	6	44	47	0	17
1081	5	163	122	54	39
6252	7	1051	2471	1	44
219	6	46	83	3	17
2639	1	263	455	14	4
20	0	0	0	0	0
298	1	186	247	4	0
160	0	16	16	0	0
1053	1	25	0	1	48
3592	45	215	191	0	735
1898	11	178	259	13	296
4355	6	754	581	0	330
7171	230	382	240	42	4190
22364	212	1230	952	5	16118	
443	6	81	50	0	26
323	0	51	16	0	0
991	48	352	545	10	113
1001	22	40	8	4	215
2118	0	1255	1339	113	336
3659	47	1368	1604	61	139
603	4	65	28	3	6
99281	591	15916	13710	529	34558
11	0	0	0	0	0
70	1	2	1	1	1
636	74	87	137	16	202
1366	72	221	439	20	202
3177	75	854	1088	44	251
1154	107	361	351	14	212
16285	118	1954	2445	14	2864
5652	39	939	1238	42	445
31265	223	1947	1670	65	10567
198	0	27	30	0	0
299	9	75	139	1	40
3898	102	339	181	1	411
471	43	81	22	2	233
8659	151	548	268	32	3623
804	16	56	29	3	60
5690	24	1157	1517	6	538
470	22	79	99	6	44
461	19	81	68	8	28
202	11	47	52	2	16
1266	1	326	52	1	19
1247	0	274	245	0	22
470	5	250	474	11	12
6952	64	533	667	0	2832	
185	31	13	1	0	95	
278	28	69	62	1	161
9812	222	1378	1254	0	3894
2103	80	709	808	0	480
4689	42	485	284	0	351
708	6	36	30	0	131
23861	105	3623	3893	173	5989
15397	0	5557	4882	3	8274
98028	519	47062	68578	1330	30509
604	5	312	509	1	0
46	0	3	8	0	0
2740	11	194	197	11	27
38	0	2	3	0	0
559	2	59	77	0	2
1744	32	748	1231	32	97
481	76	61	37	14	45
26191	245	5555	5698	35	5729
2840	64	343	670	0	286
1202	25	120	159	0	176
1264	86	202	195	28	158
5800	205	1064	1904	19	1334		
596	4	67	87	4	5
1399	0	107	117	0	0
6951	163	2580	4289	73	911
180	2	49	162	0	0
2192	55	342	483	3	220
73	2	13	5	0	1
232	7	28	7	1	16
14834	172	2076	1096	3	8746
4421	56	1150	1812	15	257
944	52	159	159	4	203
576	176	128	95	5	141
12387	187	6296	3464	1	1593
2450	140	801	650	13	1410
745	6	72	77	6	31
3013	40	345	457	0	449
6543	251	555	284	17	4289
559	11	117	105	0	102
5633	517	7066	9500	31	1207	
1120	0	151	1	0	0
164307	208	5431	1640	26	59489
2110	200	734	691	6	493
296	7	341	836	0	5
141	0	36	1	0	0
13259	24	900	1102	9	2298
87	1	8	16	0	0
3008	0	103	325	0	0
3426	27	754	1332	19	183
29	0	4	0	0	0
6367	251	660	784	0	1184
20229	69	463	188	2	3798
397	47	42	10	0	76
22	0	0	0	0	0
396	14	205	282	23	5
17958	315	4273	3854	5	5034	
341	0	56	88	0	0
146	0	13	10	0	6
166	15	26	20	1	15
5681	25	1259	1851	9	1415
1773	36	308	370	10	352
10090	22	1270	1815	14	556
50912	485	4217	4877	292	41119
1498	13	56	8	5	341
1129	17	30	33	0	108
168	0	11	0	0	0
211	0	0	0	0	0
431	0	67	30	0	152
568	5	11	1	0	98
208	0	51	0	0	0
270	0	43	38	1	0
38263	132	9107	8178	5	7126
563	15	72	47	4	69
33958	1123	4439	1159	0	21027	
2198	47	162	55	2	782
1296	101	234	144	12	1161
16291	267	3527	2883	31	1233
189	0	1	4	0	0
910	12	90	63	13	34
22816	16	1021	1090	18	369
1562	0	39	92	1	0
95177	374	7665	6891	97	90530
85	0	14	9	0	0
27822	655	4036	2144	218	13186
7417	1	480	248	0	2618
4883	146	1549	1002	21	235
379	0	32	18	0	0
5542	60	871	954	15	421
437	39	246	735	1	11
711	48	132	130	3	177
10255	15	289	8	1	1802
4799	64	581	347	1	1583
379969	416	21610	4211	42	320794
7230	89	1577	2906	72	1149
12437	174	2004	2763	115	1427
614	0	216	116	0	0
4695	4	138	53	6	11
79	4	2	3	0	8
55038	241	4023	2672	40	26714
229	3	5	2	1	39
4719	42	716	958	10	518
2719	13	1475	2616	5	101
10443	210	2512	2860	30	1377
5408	40	306	389	8	724
7880	49	937	1196	23	1392
68	0	1	1	0	0
2520	88	325	263	7	470
887	138	231	184	4	193
1430	12	1320	2132	34	35
25	0	3	0	0	0
19560	44	319	15	0	5438
368999	251	13699	6667	21	116079
6034	105	240	19	0	1988
2210	0	350	614	0	27
55	0	6	2	0	0
4848	218	829	929	31	1206
12354	211	520	384	12	582
61457	0	683	126	67	0
1282	79	210	270	1	109
2974	0	2796	3460	1	268
4649	149	1069	1142	1	503
1919	0	585	514	17	0
42662	258	5293	5855	24	8583
3033	4	651	1223	2	40
26	0	2	2	0	0
169	0	91	111	0	1
6073	2	1131	1420	2	108
118	0	29	0	0	0
1741	19	161	279	5	48
17053	146	2777	3736	22	4001
8609	77	802	1088	49	960
577	10	99	98	2	24
7737	16	153	85	8	1157
4446	1	114	35	4	0
638	21	123	154	1	27
5630	74	2036	3121	100	252
13636	2	33	3	1	199
770790	356	42035	7736	48	320743
1335	12	143	121	8	40
22987	78	1422	1687	0	8042
3247	64	421	566	1	1576
360	10	14	28	1	9
32455	548	4249	2871	99	19860
4940	0	2543	3091	1	623
24	0	2	0	0	0
4962	78	354	465	5	695
477	9	79	69	0	25
242	18	43	40	0	51
713	13	162	195	2	28
9855	238	1188	1296	50	1619
1418	57	233	164	4	336
33	0	2	3	0	0
3030	74	805	522	26	882
144	3	19	11	0	15
11058	521	2658	3056	3	5382	
769	0	18	9	0	0
56662	242	3404	803	137	10693
10167	0	1224	645	0	2128
28828	93	4038	5389	25	5731
391	4	76	22	2	12
64	0	10	16	0	0
1193	19	101	133	3	46
232	0	20	0	0	0
26709	328	2525	943	80	12409
14371	143	1996	3118	61	2370
1215	58	241	289	25	110
5630	18	470	796	18	153
19042	46	2580	1519	107	915
5591	17	560	1290	30	189
533	6	224	248	0	31
5885	215	2114	2234	133	770
978	59	104	116	5	205
1206	37	25	25	1	90
99520	462	7283	7560	6	31861
2033	25	446	148	3	117
2282	93	911	1174	338	521
2560	23	422	594	0	204
8928	81	342	272	18	2861
875	7	129	96	5	29
963	0	62	27	0	0
22946	419	1344	1283	1	11060
5974	20	3519	5275	100	117
209	18	36	32	3	38
964	92	248	382	8	231
6414	39	462	384	2	1882
464	6	143	92	0	26
808	6	114	80	12	114
10591	121	14694	17708	4	1082
21150	142	9502	17948	60	2292
1025	14	373	584	42	28
4769	9	1359	1871	0	981
1994	16	681	700	0	20
1844	4	537	1285	3	24
49308	239	5249	8732	204	14480
3934	40	1070	987	1	1709
10	0	1	0	0	0
3138	11	596	649	21	108
966	1	85	45	0	385
30	0	1	1	0	0
419	3	73	45	0	0
275	15	74	152	8	7
12576	1	2555	2946	50	2067
11924	69	1808	1896	0	990
4845	219	1043	1956	50	930
2661	103	348	310	10	159
9	0	0	0	0	0
2133	0	284	152	29	617
12679	0	1717	1715	2	1489
6885	97	330	179	8	707
5294	74	1188	1773	4	707
18106	137	3220	3581	114	5621
1136	0	294	268	21	113
4703	23	411	607	7	958
2244	11	150	484	0	108
2651	56	318	354	0	728	
8975	50	1311	1757	27	868
455	6	61	59	3	7
5564	64	1611	1737	131	406
3765	36	186	72	2	984
3683	86	241	428	0	1096
15975	33	743	543	32	942
1598	31	310	224	5	359
647	10	27	30	1	11
40	0	17	0	0	0
11364	65	2676	1012	15	46
407	7	85	96	2	0
12472	32	2411	3254	62	1694
5669	0	930	1398	1	2892
179	1	43	9	0	0
7118	101	2053	2820	55	2119
16598	23	652	557	0	4578
1142	0	280	166	3	0		
69	3	23	56	3	1
8079	40	796	425	0	508
1597	66	303	295	9	303
9163	231	1023	515	36	4545
4031	234	812	335	9	1648
57663	526	4187	2141	59	26541
4845	155	1508	871	69	857
34049	276	2320	1309	25	7454
4238	0	515	285	0	1207
346	56	74	88	6	61
14163	492	961	325	17	6810
20109	1	1875	1407	41	10811
4309	11	221	93	9	463
5064	75	826	742	32	618
453	8	16	49	2	26
436	0	64	19	0	0
12416	192	4447	4247	235	1172
818	3	25	31	0	68
2125	13	1103	1648	57	41
142	0	28	17	1	0
17275	158	774	129	0	10165
4202	174	1597	992	89	620
4276	72	1709	2278	86	165
690	2	34	36	0	6
1931	18	232	316	2	106
563	0	62	100	0	0
1533	76	408	352	34	199
3351	265	1230	1344	10	1293
1275	10	29	48	0	199
963	2	161	221	2	102
4752	0	718	1126	1	40
27513	131	8766	8166	243	6944
407	8	63	53	0	24
2523	0	392	720	5	0
11987	36	3178	3020	227	420
3894	19	375	491	0	343
18690	76	571	247	17	2650
3952	47	856	788	43	462
62	0	2	0	0	0
1566	0	428	366	0	455
1532	71	323	660	27	451
2650	1	688	349	0	7
60	0	3	0	0	0
1226	39	62	28	3	138
370	0	25	22	0	0
11434	60	751	554	9	1381
43	0	12	14	0	0
488	0	38	22	0	0
5541	25	477	199	6	638
9565	32	1210	1262	75	860
2972	17	902	1517	1	53
6833	544	2566	3680	32	1176
1443	0	282	750	11	0
710	20	105	170	3	97
98	7	13	6	0	3
1205	4	78	50	0	13
214	0	34	9	0	0
2201	145	366	387	6	392
3541	111	1203	1602	68	667
2374	0	167	0	0	0
4856	394	1487	1294	114	593
7391	271	1652	1478	12	1719
1073	0	182	271	3	0
1184	43	257	175	2	47
3117	0	996	1212	0	52
89	5	9	12	0	0
15601	249	1862	1362	121	4348
1189	10	178	493	2	43
2142	11	179	50	9	54
163	0	49	3	0	0
280	0	37	18	0	7
1212	79	149	65	18	575
8988	165	3290	4630	111	1641
752	8	45	93	2	67
12513	194	1306	1318	86	2762
22923	14	7459	8758	79	363
20	0	1	0	0	0
4290	14	121	90	0	363
3038	140	555	257	10	1059
595	7	121	85	4	15
38955	720	6067	5908	97	8719
9	0	1	0	0	0
1760	15	387	560	4	92
1264	2	127	30	0	2
11135	320	3216	1858	26	5714
49	0	7	0	0	0
4867	115	304	532	10	702
254	0	19	12	0	0
639	21	64	36	3	125
643	1	14	5	2	12
356	50	98	102	6	100
8095	4	3273	3344	74	475
11445	77	380	31	0	4756
1724	106	1428	1805	10	496		
3065	70	542	805	26	351
1743	29	426	464	19	72
334	0	26	2	0	0
4112	26	1941	3303	160	76
343	0	11	2	0	0
4737	20	231	420	2	346
118065	181	5620	6426	124	12367
7183	64	320	9	0	1564
31416	154	1793	929	33	19607
736	4	190	342	1	7
1873	11	417	553	22	28
1363	24	201	375	2	95
2242	32	105	56	1	877		
3233	3	616	994	0	48
755	19	224	273	17	17
409	39	75	41	2	131
364	5	8	5	2	31	
7836	104	1383	917	14	1492
20006	447	5529	6270	46	6661
2471	0	625	590	0	97
715	22	59	23	0	38
1107	0	48	27	0	0
304	10	53	42	1	46
1820	11	202	237	0	393
11325	14	1911	2822	5	704
3340	54	761	887	3	556
57	2	5	1	0	21
50	0	10	0	0	0
135	0	11	1	0	0
227596	285	21863	27977	451	47885
1802	104	461	643	9	285
4435	10	999	945	8	341
77024	656	9178	5968	239	84175
2517	34	720	915	0	66
15	0	0	0	0	0
1796	0	780	279	0	0
2632	21	590	902	2	151
383	0	82	45	0	114
539	1	158	35	0	0
9666	289	3230	5422	72	1294
15	0	1	0	0	0
2232	248	824	772	43	162
21	0	0	1	0	0
42	0	1	2	0	0
158094	1262	24359	15465	22	164985
780	16	62	100	7	155
14412	20	398	778	0	280
3351	36	884	2077	26	21
772	0	298	590	1	0
2492	5	452	188	30	70
55	1	8	6	0	0
6259	35	806	2061	9	212
15341	935	2936	3078	3	5618
2882	59	65	9	0	990
14001	611	2828	2469	76	5474
424	25	275	390	14	25
639	29	24	11	0	102
9403	232	771	381	20	9151
13824	33	3011	3964	0	901
1937	26	247	466	10	194
787	11	145	217	9	15
7898	108	1158	1154	7	2522
9842	28	1896	1643	7	210
2398	91	294	542	28	517
8187	45	509	1353	11	1311
491	6	14	27	0	37
824	2	748	1333	4	5
8803	20	1241	1192	100	355
656	70	235	248	0	385
31778	99	2123	2674	19	8005
914	42	53	33	0	351
8665	187	183	16	5	2131
21196	178	5663	5313	97	5343
344	21	41	42	0	63
7382	212	1879	2219	102	1969
1063	26	260	201	20	62
83002	46	6411	5598	67	14142
11097	64	703	1729	21	1515
1649	0	707	772	6	374
57152	334	6312	2557	56	46210
4209	289	1621	2057	186	1241
78	3	3	1	0	3
6508	494	2378	2747	176	2618	
3893	131	2225	4115	20	636		
13544	310	1921	2288	11	3823
634	74	85	21	11	158
1302	104	73	18	2	1939
1937	4	528	393	0	12
4069	88	951	1036	26	344
71	1	14	30	0	4
12060	45	6093	6119	19	3450
763	7	119	195	41	12
45	0	3	1	0	0
273	0	19	20	0	0
1835	101	318	293	16	528
717	5	76	61	0	108
549	14	37	17	0	121
592	5	170	240	3	2
1824	33	184	47	0	764
772	34	218	186	2	37
59465	97	6638	4319	85	5897
139	3	22	3	0	3
3094	97	556	917	5	467
199	41	32	27	1	100
1158	6	312	224	2	208
1711	9	140	221	1	33
